source,record_id,name,other_names,address,city,state,postal_code,phone,taxonomy,last_updated,latitude,longitude
nppes,1770138323,POLYCARP DENTAL PLC,,1465 N FRONTAGE RD,HASTINGS,MN,55033,651-273-8132,"Dentist, General Practice",2023-06-21,44.738667011815,-92.884904843626
nppes,1215673454,PROPER SLEEP EAST METRO PLLC,,6936 PINE ARBOR DR S STE 210,COTTAGE GROVE,MN,55016,651-769-1000,"Durable Medical Equipment & Medical Supplies, Customized Equipment",2022-05-10,44.849229364135,-92.950538308273
nppes,1154989507,RED OAK FAMILY DENTAL,,9939 HUDSON BLVD N # 107,LAKE ELMO,MN,55042,651-300-2334,"Dentist, General Practice",2019-05-31,44.95099138332,-92.905133165887
nppes,1225194541,RIVER PINES DENTAL PA,,"925 HIGHWAY 55, SUITE 104",HASTINGS,MN,55023,651-437-5340,Dentist,2020-08-22,44.738227446136,-92.863359458175
nppes,1083880108,"RIVER VALLEY DENTAL, P.A.",,1260 N FRONTAGE RD,HASTINGS,MN,55033,651-437-1940,Dentist,2014-12-05,44.738645736934,-92.876311547016
nppes,1013001031,RIVER VALLEY ENDODONTICS PA,,2600 WILD PINES LANE,STILLWATER,MN,55082,651-439-8085,"Dentist, Endodontics",2020-08-22,45.04326734595,-92.839695726057
nppes,1689988164,ROBERT M. HARPER DDS,,5766 BLACKSHIRE PATH,INVER GROVE HEIGHTS,MN,55076,651-457-6686,"Dentist, General Practice",2010-07-27,44.864903942181,-93.052823765779
nppes,1851471460,ROSEMOUNT FAMILY DENTISTRY PA,,14590 SOUTH ROBERT TRAIL,ROSEMOUNT,MN,55068,651-423-3993,"Dentist, General Practice",2020-08-22,44.738115225817,-93.12600723397
nppes,1588094171,ROSSODONTICS DENTAL SLEEP MEDICINE,,368 LAKE ST S STE 101,FOREST LAKE,MN,55025,651-464-6988,"Dentist, Orthodontics and Dentofacial Orthopedics",2024-01-04,45.274894800664,-92.984001686461
nppes,1821498858,SARAH L CARLSON DDS PA,NORTHSTAR DENTAL CLINIC,675 E NICOLLET BLVD STE 120,BURNSVILLE,MN,55337,952-892-7700,"Dentist, General Practice",2014-08-27,44.751676444374,-93.267034161046
nppes,1194886630,SCANDIA FAMILY DENTAL PA,,21080 OLINDA TRAIL N,SCANDIA,MN,55073,651-433-2655,Dentist,2020-08-22,45.254420569069,-92.80555876444
nppes,1669972063,SLETTEN & BRETTIN ORTHODONTICS,,9950 VALLEY CREEK RD STE 150,WOODBURY,MN,55125,651-756-1123,"Dentist, Orthodontics and Dentofacial Orthopedics",2018-02-13,44.919971695746,-92.904456752309
nppes,1255974325-pl1,SMILE DOCTORS OF MINNESOTA PC,,14065 ESSEX AVE,APPLE VALLEY,MN,55124,952-423-1909,"Dentist, Orthodontics and Dentofacial Orthopedics",2024-12-30,44.746080775938,-93.171805185139
nppes,1255974325-pl3,SMILE DOCTORS OF MINNESOTA PC,,3340 SHERMAN CT STE 200,EAGAN,MN,55121,651-406-8100,"Dentist, Orthodontics and Dentofacial Orthopedics",2024-12-30,44.837184981659,-93.164406881105
nppes,1255974325-pl4,SMILE DOCTORS OF MINNESOTA PC,,1668 COPE AVE E,MAPLEWOOD,MN,55109,651-777-7300,"Dentist, Orthodontics and Dentofacial Orthopedics",2024-12-30,45.00997014914,-93.031107217724
nppes,1255974325-pl7,SMILE DOCTORS OF MINNESOTA PC,,1696 GRAND AVE,SAINT PAUL,MN,55105,651-699-2013,"Dentist, Orthodontics and Dentofacial Orthopedics",2024-12-30,44.940027015666,-93.172312388011
nppes,1255974325-pl8,SMILE DOCTORS OF MINNESOTA PC,,4535 HODGSON RD STE 700,SHOREVIEW,MN,55126,651-765-1945,"Dentist, Orthodontics and Dentofacial Orthopedics",2024-12-30,45.078518084712,-93.116859491746
nppes,1255974325-pl9,SMILE DOCTORS OF MINNESOTA PC,,1820 MARKET DR,STILLWATER,MN,55082,651-439-3350,"Dentist, Orthodontics and Dentofacial Orthopedics",2024-12-30,,
nppes,1356854442,SMILE ORTHODONTICS STILLWATER LLC,SMILE ORTHODONTICS|SM:)E ORTHO,2224 HENNEPIN AVE,MINNEAPOLIS,MN,55405,651-351-7777,"Dentist, Orthodontics and Dentofacial Orthopedics",2025-12-10,44.960253338825,-93.293311169752
nppes,1356854442-pl1,SMILE ORTHODONTICS STILLWATER LLC,SMILE ORTHODONTICS|SM:)E ORTHO,266 E TRAVELERS TRL STE 105,BURNSVILLE,MN,55337,651-351-7777,"Dentist, Orthodontics and Dentofacial Orthopedics",2025-12-10,44.775661186368,-93.27391747378
nppes,1356854442-pl2,SMILE ORTHODONTICS STILLWATER LLC,SMILE ORTHODONTICS|SM:)E ORTHO,1670 BEAM AVE STE 202,MAPLEWOOD,MN,55109,651-351-7777,"Dentist, Orthodontics and Dentofacial Orthopedics",2025-12-10,45.027973239535,-93.02972387341
nppes,1356854442-pl3,SMILE ORTHODONTICS STILLWATER LLC,SMILE ORTHODONTICS|SM:)E ORTHO,105 NEW ENGLAND PL STE 120,STILLWATER,MN,55082,650-351-7777,"Dentist, Orthodontics and Dentofacial Orthopedics",2025-12-10,45.056029543716,-92.860915596286
nppes,1356854442-pl4,SMILE ORTHODONTICS STILLWATER LLC,SMILE ORTHODONTICS|SM:)E ORTHO,3007 LYNDALE AVE S,MINNEAPOLIS,MN,55408,651-351-7777,"Dentist, Orthodontics and Dentofacial Orthopedics",2025-12-10,44.94820600302,-93.288014995303
nppes,1356854442-pl5,SMILE ORTHODONTICS STILLWATER LLC,SMILE ORTHODONTICS|SM:)E ORTHO,2150 3RD AVE STE 200,ANOKA,MN,55303,651-351-7777,"Dentist, Orthodontics and Dentofacial Orthopedics",2025-12-10,45.199674362766,-93.387120186731
nppes,1356854442-pl7,SMILE ORTHODONTICS STILLWATER LLC,SMILE ORTHODONTICS|SM:)E ORTHO,3197 NORTHDALE BLVD NW,COON RAPIDS,MN,55433,651-351-7777,"Dentist, Orthodontics and Dentofacial Orthopedics",2025-12-10,45.187069498912,-93.345008271186
nppes,1356854442-pl9,SMILE ORTHODONTICS STILLWATER LLC,SMILE ORTHODONTICS|SM:)E ORTHO,11995 SINGLETREE LN STE 110,EDEN PRAIRIE,MN,55344,651-351-7777,"Dentist, Orthodontics and Dentofacial Orthopedics",2025-12-10,44.856845699277,-93.429225212556
nppes,1356854442-pl10,SMILE ORTHODONTICS STILLWATER LLC,SMILE ORTHODONTICS|SM:)E ORTHO,1670 BEAM AVE STE 203,MAPLEWOOD,MN,55109,651-351-7777,"Dentist, Orthodontics and Dentofacial Orthopedics",2025-12-10,45.027973239535,-93.02972387341
nppes,1356854442-pl13,SMILE ORTHODONTICS STILLWATER LLC,SMILE ORTHODONTICS|SM:)E ORTHO,8980 HUDSON BLVD N,LAKE ELMO,MN,55042,651-351-7777,"Dentist, Orthodontics and Dentofacial Orthopedics",2025-12-10,44.94925487066,-92.924032897307
nppes,1386166734,"SOUTHRIDGE DENTAL, PA",,1320 MENDOTA RD,INVER GROVE HEIGHTS,MN,55077,651-451-1884,Dentist,2022-07-21,44.883482212969,-93.071486890581
nppes,1295859676,ST CROIX VALLEY DENTAL PLLC,CITY WALK DENTAL,"10035 CITY WALK DR, STE A LAKE ELMO DENTAL",LAKE ELMO,MN,55042,651-714-5555,Dentist,2020-08-22,,
nppes,1891885000,ST CROIX VALLEY DENTAL PLLC,LAKE ELMO DENTAL,11240 STILLWATER BLVD N,LAKE ELMO,MN,55128,651-777-0210,Dentist,2020-08-22,45.003456836137,-92.877836205711
nppes,1508042672,ST FRANCIS DENTAL CARE PA,,3715 BRIDGE ST,ST FRANCIS,MN,55070,763-753-1900,"Dentist, General Practice",2008-01-18,45.38702562112,-93.360113830772
nppes,1952709420,ST. CROIX ENDODONTICS,,"25 LAKE ST N, SUITE 110",FOREST LAKE,MN,55025,651-464-7388,"Dentist, Endodontics",2020-11-23,45.280422027878,-92.984662813452
nppes,1790389005,ST. CROIX ENDODONTICS,ST. CROIX ENDODONTICS,11855 ULYSSES ST NE STE 260,BLAINE,MN,55434,763-767-9119,"Dentist, Endodontics",2020-11-30,45.186033861558,-93.237399512278
nppes,1790389005-pl1,ST. CROIX ENDODONTICS,ST. CROIX ENDODONTICS,25 LAKE ST N STE 110,FOREST LAKE,MN,55025,651-464-7388,"Dentist, Endodontics",2020-11-30,45.280422027878,-92.984662813452
nppes,1629199617,"ST. CROIX ENDODONTICS, P.A.",,11945 CENTRAL AVE NE,BLAINE,MN,55434,763-767-9119,"Dentist, Endodontics",2020-08-22,45.186116460371,-93.234442157373
nppes,1184878431,ST. CROIX VALLEY DENTAL,ONEKA DENTAL,"14643 MERCANTILE DR N, SUITE 113",HUGO,MN,55038,651-407-0999,Dentist,2008-11-13,,
nppes,1689842841,"ST. CROIX VALLEY DENTAL, PLLC",NORTHERN ORTHODONTICS,13961 60TH ST N,STILLWATER,MN,55082,651-351-7777,"Dentist, Orthodontics and Dentofacial Orthopedics",2008-02-11,45.035637358393,-92.823591027366
nppes,1740259464,"ST. CROIX VALLEY DENTAL, PLLC",ST CROIX VALLEY DENTAL,13961 60TH ST. NORTH,STILLWATER,MN,55082,651-439-2600,Dentist,2012-02-22,45.035637358393,-92.823591027366
nppes,1588049480,STAR DENTAL,,5972 CAHILL AVE STE 104,INVER GROVE HEIGHTS,MN,55076,651-455-0068,"Dentist, General Practice",2015-07-22,44.863370304669,-93.042259434033
nppes,1346353968,STEVEN J BENKE DDS,BENKE DENTAL CARE,"5972 CAHILL AVENUE, SUITE 109",INVER GROVE HEIGHTS,MN,55076,651-450-1602,"Dentist, General Practice",2020-08-22,44.863370304669,-93.042259434033
nppes,1629774138,STILLWATER MODERN DENTISTRY. PC,STILLWATER MODERN DENTISTRY,13331 60TH ST N,OAK PARK HEIGHTS,MN,55082,651-352-4629,"Dentist, General Practice",2023-02-06,45.035881496073,-92.837482579633
nppes,1548487689,THE NEW ART OF DENTISTRY,,1222 N FRONTAGE RD,HASTINGS,MN,55033,651-437-1166,"Dentist, General Practice",2020-08-22,44.738941851292,-92.875338737197
nppes,1851463806,THOMAS S TURRY PA,,"20 LAKE ST N, SUITE 205",FOREST LAKE,MN,55025,651-464-3052,"Dentist, General Practice",2020-08-22,45.278674056238,-92.985214208152
nppes,1265644926,"VALLEY RIDGE DENTAL, LLC",,12425 55TH ST N,LAKE ELMO,MN,55042,651-439-0322,"Dentist, General Practice",2008-06-23,45.028700325068,-92.854888598583
nppes,1386956431,WESTVIEW DENTAL CARE,,"1355 S FRONTAGE RD, STE 330",HASTINGS,MN,55033,651-480-8000,Dentist,2010-07-06,44.73728925052,-92.87959754057
nppes,1356151591,ZAWADSKI DENTAL PLLC,,333 MAIN ST N STE 111,STILLWATER,MN,55082,651-439-6125,"Dentist, General Practice",2025-01-15,45.058956374281,-92.807065533164
nppes,1124284732,ADVANCIA DENTAL,,"1625 RADIO DR, SUITE 170",WOODBURY,MN,55125,651-207-9660,"Dentist, General Practice",2008-08-03,44.924890852584,-92.933898694213
nppes,1427875715,"AFFORDABLE DENTURES & IMPLANTS - MAPLEWOOD, P.C.",,1845 COUNTY ROAD D E STE 170,MAPLEWOOD,MN,55109,651-294-9229,"Dentist, General Practice",2024-09-26,45.035843391265,-93.023974144808
nppes,1689406449,"AFFORDABLE DENTURES & IMPLANTS - WEST ST. PAUL IV, P.C.",AFFORDABLE DENTURES & IMPLANTS - WEST ST. PAUL,2055 ROBERT ST S,WEST ST PAUL,MN,55118,651-552-6770,"Dentist, General Practice",2024-08-19,44.884796394612,-93.080658934301
nppes,1518026806,AFTON ROAD DENTAL ASSOC,,2716 UPPER AFTON ROAD,ST PAUL,MN,55119,651-739-5110,"Dentist, General Practice",2020-08-22,44.941352572887,-92.986072410904
nppes,1124411772,AHMED SALAD ASSOCIATES,SIGNAL HILL DENTAL,"1200 S ROBERT ST, SUITE C",ST PAUL,MN,55118,651-340-9151,Dentist,2015-03-06,44.910463365999,-93.080543555081
nppes,1811392665,AKSHAAN PLLC,TAMARACK HILLS FAMILY DENTISTRY,"707 BIELENBERG DR, SUITE101",WOODBURY,MN,55125,651-304-6017,Dentist,2015-12-04,44.938696662142,-92.954099993956
nppes,1760583231,ALAN B MONTGOMERY ORTHODONTICS,,"4535 HODGSON RD, 700",SHOREVIEW,MN,55126,651-765-1945,"Dentist, Orthodontics and Dentofacial Orthopedics",2008-06-25,45.078518084712,-93.116859491746
nppes,1841803723,ALL ABOUT DENTISTRY,,1200 ROBERT ST S STE C,SAINT PAUL,MN,55118,952-564-0339,"Dentist, General Practice",2025-05-27,44.910463365999,-93.080543555081
nppes,1841803723-pl1,ALL ABOUT DENTISTRY,,675 E NICOLLET BLVD STE 120,BURNSVILLE,MN,55337,612-843-2951,"Dentist, General Practice",2025-05-27,44.751676444374,-93.267034161046
nppes,1497929947,ALL FAMLIY DENTAL,,1075 HADLEY AVE N,OAKDALE,MN,55128,651-731-2141,"Dentist, General Practice",2008-04-16,44.964150898856,-92.964394496004
nppes,1902465867,APELGREN DENTAL,,3938 CEDAR GROVE PKWY,EAGAN,MN,55122,651-452-9660,Dentist,2019-06-13,44.815390669786,-93.210463857204
nppes,1346065398,APPLE TREE DENTAL,,450 SYNDICATE ST N STE 119,SAINT PAUL,MN,55104,651-644-8882,"Dentist, General Practice",2024-11-15,44.95466583984,-93.154197045031
nppes,1104999481,APPLE TREE DENTAL,,2201 26TH AVE NW,NEW BRIGHTON,MN,55112,763-784-7993,"Dentist, General Practice",2024-11-15,45.086125026937,-93.220790934119
nppes,1407275183,APPLE TREE DENTAL,,2442 MOUNDS VIEW BLVD,MOUNDS VIEW,MN,55112,763-316-5400,"Dentist, General Practice",2024-06-14,45.083472145732,-93.218099687357
nppes,1447961750,APPLE TREE DENTAL,,2232 HENNEPIN AVE,MINNEAPOLIS,MN,55405,612-377-6108,"Dentist, General Practice",2024-06-14,44.960204612814,-93.293348026142
nppes,1336201797,APPLE VALLEY DENTAL CARE,,"14635 PENNOCK AVE, SUITE 100",APPLE VALLEY,MN,55124,952-432-5509,Dentist,2026-02-10,44.736187496516,-93.222941013692
nppes,1336201797-pl1,APPLE VALLEY DENTAL CARE,,2130 CLIFF RD STE 107,EAGAN,MN,55122,612-426-3221,Dentist,2026-02-10,44.790150983491,-93.216190500761
nppes,1053602888,APPLE VALLEY FAMILY DENTISTRY,,"7493 147TH ST W, SUITE #100",APPLE VALLEY,MN,55124,952-432-7145,"Dentist, General Practice",2011-04-27,44.735212864961,-93.217552602881
nppes,1447930904,"APPLE VALLEY MODERN DENTISTRY, PC",APPLE VALLEY MODERN DENTISTRY,15050 CEDAR AVE STE 119,APPLE VALLEY,MN,55124,952-248-4411,"Dentist, General Practice",2023-07-20,44.731217106603,-93.217661906113
nppes,1467877001,APPLEWOOD FAMILY DENTAL,,1740 WEIR DR,WOODBURY,MN,55125,651-738-2125,Dentist,2014-02-19,44.923737510461,-92.973396197702
nppes,1649329384,"APRIL M. SNYDER, D.D.S., P.A.",HILLTOP DENTAL,50 COUNTY ROAD B E,MAPLEWOOD,MN,55117,651-488-2541,"Dentist, General Practice",2020-08-22,45.006218514676,-93.098876274736
nppes,1528129293,ARCADE DENTAL ASSOCIATES PLLP,,1439 ARCADE STREET,ST PAUL,MN,55106,651-776-4766,"Dentist, General Practice",2007-07-12,44.984682401327,-93.066103521457
nppes,1578606067,ARENDAL DENTAL CLINIC,,"101 5TH ST E, SUITE 299",SAINT PAUL,MN,55101,651-204-9353,"Dentist, General Practice",2009-10-28,44.946923510906,-93.092001937572
nppes,1790922854,"ART & SCIENCE FAMILY DENTISTRY, PA","KINNEY & MUSSER DDS, PA",1000 RADIO DRIVE SUITE 240,WOODBURY,MN,55125,651-739-1894,"Dentist, General Practice",2024-07-08,44.934799276012,-92.934221844406
nppes,1942352216,ASSOCIATED DENTAL CARE,ASSURE DENTAL,3030 CENTRE POINTE DR,ROSEVILLE,MN,55113,651-286-8100,"Dentist, General Practice",2020-08-22,45.031949045551,-93.189306355907
nppes,1184770851,ASSOCIATED DENTISTS,,1371 7TH ST W,SAINT PAUL,MN,55102,651-222-0351,"Dentist, General Practice",2020-08-22,44.920670644199,-93.137281125837
nppes,1013153352,ASSOCIATED DENTISTS SHOLOM HOME,,"1371 7TH ST W, SUITE B",SAINT PAUL,MN,55102,651-488-5557,"Dentist, General Practice",2008-12-16,44.920670644199,-93.137281125837
nppes,1104916527,AUSTIN FAMILY DENTAL LTD,,"1360 ENERGY PARK DR, #104",ST PAUL,MN,55108,651-641-1908,"Dentist, General Practice",2020-08-22,44.970685182293,-93.157603530988
nppes,1588730394,"AZITA LARINAJAFI, INC",,1740 WEIR DRIVE,WOODBURY,MN,55125,651-738-2125,Dentist,2020-08-22,44.923737510461,-92.973396197702
nppes,1649503913,BATES DENTAL CARE LTD,,"2575 HAMLINE AVE N, SUITE F",ROSEVILLE,MN,55113,651-636-2373,"Dentist, General Practice",2014-10-01,45.018487494727,-93.156875096475
nppes,1073327995,BBCCS PLLC,CREEKVIEW DENTAL,2145 WOODLANE DR STE 104,WOODBURY,MN,55125,651-738-8204,"Dentist, General Practice",2025-02-03,44.918573165585,-92.966296882994
nppes,1083853113,BIRCH LAKE DENTAL PA,,2641 WHITE BEAR PARKWAY,WHITE BEAR LAKE,MN,55110,651-429-0404,"Dentist, General Practice",2009-02-12,,
nppes,1205443850,"BIRCHWOOD DENTAL, LLC",BIRCHWOOD DENTAL,3356 SHERMAN CRT STE 101,EAGAN,MN,55121,651-994-1700,"Dentist, General Practice",2020-09-28,44.836145038455,-93.164412684159
nppes,1952287146,BLUE JAY FAMILY DENTISTRY PLLC,,1975 11TH AVE E,MAPLEWOOD,MN,55109,507-696-3303,Dentist,2025-08-13,45.01547230148,-93.016294898962
nppes,1699000869,BRIAN J DEVOE DDS PA,DEVOE ORTHODONTICS,700 VILLAGE CENTER DR STE 140,NORTH OAKS,MN,55127,651-490-3155,"Dentist, Orthodontics and Dentofacial Orthopedics",2024-04-03,45.081833847063,-93.115451830158
nppes,1477659050,"BRIAN L. PIERCE, D.D.S., P.A.",,"969 OLD HIGHWAY 8 NW, SUITE 200",NEW BRIGHTON,MN,55112,651-639-8445,Dentist,2020-08-22,45.064726531464,-93.193081259953
nppes,1710321930,BRITE DENTAL WEST ST PAUL PC,,"1200 ROBERT ST S, SUITE C",WEST ST PAUL,MN,55118,651-340-9151,Dentist,2013-04-18,44.910463365999,-93.080543555081
nppes,1437580818,BRITE SMILES DENTAL CARE,,8977 HUNTERS WAY,APPLE VALLEY,MN,55124,952-891-8484,"Dentist, General Practice",2013-12-10,44.759274486476,-93.244460397288
nppes,1558848119,"CAITLIN HEMMERICH, DDS, PA",RIDGE PERIODONTICS & DENTAL IMPLANTS,3033 HAZELWOOD ST,MAPLEWOOD,MN,55109,651-770-3014,"Dentist, Periodontics",2025-11-18,45.03377067372,-93.035809876669
nppes,1558848119-pl1,"CAITLIN HEMMERICH, DDS, PA",RIDGE PERIODONTICS & DENTAL IMPLANTS,1625 RADIO DR STE 210,WOODBURY,MN,55125,651-738-9050,"Dentist, Periodontics",2025-11-18,44.924890852584,-92.933898694213
nppes,1659028801,CAPITOL DENTAL CENTER PLC,,444 CEDAR ST STE 206,SAINT PAUL,MN,55101,651-222-1201,"Dentist, General Practice",2025-11-14,44.948603964117,-93.095359017598
nppes,1114514205,CAROUSEL PEDIATRIC DENTISTRY PLLC,,15160 FOLIAGE AVE STE 110,APPLE VALLEY,MN,55124,952-715-6177,"Dentist, Pediatric Dentistry",2020-12-23,44.729593621915,-93.202296046423
nppes,1790905966,CASSANDRA L ZIRBEL DDS MS,ORTHODONTICS BY ZIRBEL,1480 YANKEE DOODLE RD,EAGAN,MN,55121,651-452-3333,"Dentist, Orthodontics and Dentofacial Orthopedics",2016-11-01,44.8334871562,-93.174023650658
nppes,1851466155,CHALET DENTAL CARE,,1651 N DALE ST,ST PAUL,MN,55117,651-488-5888,Dentist,2020-08-22,44.990919968459,-93.126194010535
nppes,1598935256,CHARLES A KELLER DDS AND ASSOCIATES,,919 MARYLAND AVE E,SAINT PAUL,MN,55106,651-776-8355,"Dentist, General Practice",2008-03-08,44.977584332836,-93.061691327672
nppes,1619064243,CHARLES E KATH DDS PA,,"1021 BANDANA BLVD E, SUITE 100",ST PAUL,MN,55108,651-645-0449,Dentist,2020-08-22,44.971105976288,-93.152560535386
nppes,1104126168,CHARLES N MILLER DDS PA,DISTINCTIVE DENTAL,7631 145TH ST W,APPLE VALLEY,MN,55124,952-432-8696,Dentist,2013-07-11,44.739248228035,-93.220044410254
nppes,1295890895,"CHEROKEE DENTAL, P.A.",,374 ANNAPOLIS ST W,SAINT PAUL,MN,55118,651-457-6231,"Dentist, General Practice",2020-08-22,44.91965431653,-93.100668771116
nppes,1205261195,"CITY CENTER DENTAL, L.L.C.",CENTRE FOR DISTINCTIVE DENTISTRY,8375 CITY CENTRE DR,WOODBURY,MN,55125,651-739-8573,"Dentist, General Practice",2013-09-10,44.921364568443,-92.93580339351
nppes,1508039785,CLASEN FAMILY DENTAL,,"1789 WOODLANE DR, SUITE B",WOODBURY,MN,55125,651-739-0640,Dentist,2008-04-08,44.923060278799,-92.966252616775
nppes,1003392739,COMFORTABLE DENTAL PLLC,COMFORTABLE DENTAL,5700 BOTTINEAU BLVD STE 270,CRYSTAL,MN,55429,763-210-8222,"Dentist, General Practice",2026-04-07,,
nppes,1003392739-pl1,COMFORTABLE DENTAL PLLC,COMFORTABLE DENTAL,2520 WHITE BEAR AVE N STE 200,MAPLEWOOD,MN,55109,763-200-8952,"Dentist, General Practice",2026-04-07,45.016698370619,-93.019731891892
nppes,1235311614,COMMUNITY DENTAL CARE INC,,1670 BEAM AVE,MAPLEWOOD,MN,55109,651-925-8400,"Dentist, General Practice",2014-06-24,45.027973239535,-93.02972387341
nppes,1588005169,COMMUNITY DENTAL CARE INC,,5700 BOTTINEAU BLVD STE 250,CRYSTAL,MN,55429,763-270-5776,"Dentist, General Practice",2024-06-27,,
nppes,1003886383,COMMUNITY DENTAL CARE INC,COMMUNITY DENTAL CARE,600 CARLTON STREET N,MAPLEWOOD,MN,55119,651-774-2959,Dentist,2025-07-24,44.959089255811,-92.992506017478
nppes,1194453951,COMO PARK DENTISTRY PA,COMO PARK DENTISTRY,1132 LARPENTEUR AVE W,SAINT PAUL,MN,55113,507-272-5955,"Dentist, General Practice",2026-09-23,44.991907872364,-93.147251651934
nppes,1861463465,CREEKVIEW DENTAL PA,,"2145 WOODLANE DR, SUITE 104",WOODBURY,MN,55125,651-738-8204,Dentist,2012-07-17,44.918573165585,-92.966296882994
nppes,1518054766,"D.S. KILLIAN & F.J. MILNAR JR., DDS PA",,120 SNELLING AVE N,SAINT PAUL,MN,55104,651-645-6111,"Dentist, General Practice",2020-08-22,44.944655676755,-93.166920716562
nppes,1063559540,DAKOTA DENTAL CLINIC PA,,14682 PENNOCK AVE,APPLE VALLEY,MN,55124,952-431-5774,"Dentist, General Practice",2019-08-15,44.735465120633,-93.222889439634
nppes,1588774152,DENNIS C SIMMONS DDS PA,BRITE SMILES DENTAL CARE,8977 HUNTERS WAY,APPLE VALLEY,MN,55124,952-891-8484,"Dentist, General Practice",2020-08-22,44.759274486476,-93.244460397288
nppes,1114324951,DENTAL ASSOCIATES OF ST. PAUL PA,,1790 7TH ST E,SAINT PAUL,MN,55119,651-735-0595,"Dentist, General Practice",2014-11-21,44.966630596652,-93.025220157802
nppes,1619688751,DENTAL DELIVERY SYSTEMS OF ST. PAUL LLC,,1790 7TH ST E,SAINT PAUL,MN,55119,651-735-0595,"Dentist, General Practice",2022-12-09,44.966630596652,-93.025220157802
nppes,1295858991,"DENTAL DELIVERY SYSTEMS ST PAUL, PA",DENTAL ASSOCIATES OF ST. PAUL,1790 7TH STREET E.,ST. PAUL,MN,55119,651-735-0595,"Dentist, General Practice",2013-09-11,44.966630596652,-93.025220157802
nppes,1568071199,"DENTAL SPECIALIST OF MINNESOTA, PLLC",THE DENTAL SPECIALIST DEEPHAVEN,18258 MINNETONKA BLVD STE 100,WAYZATA,MN,55391,952-926-2761,"Dentist, Oral and Maxillofacial Surgery",2020-07-29,44.941791464348,-93.512588214153
nppes,1578606778,"DENTAL SPECIALISTS OF MINNESOTA, PLLC",THE DENTAL SPECIALISTS,6437 BROOKLYN BLVD,BROOKLYN CENTER,MN,55429,952-926-3128,"Dentist, Periodontics",2020-10-28,45.071719683634,-93.329693222263
nppes,1003245333,"DENTAL SPECIALISTS OF MINNESOTA, PLLC",THE DENTAL SPECIALISTS,1109 MOORE LAKE DR E,FRIDLEY,MN,55432,763-571-9990,"Dentist, Periodontics",2020-10-28,45.081635236939,-93.23998489905
nppes,1780750539,"DENTAL SPECIALISTS OF MINNESOTA, PLLC",THE DENTAL SPECIALISTS,"1835 COUNTY ROAD C-WEST, SUITE 200",ROSEVILLE,MN,55113,651-796-0193,"Dentist, Endodontics",2020-10-28,45.021326618307,-93.178393765906
nppes,1376619114,"DENTAL SPECIALISTS OF MINNESOTA, PLLC",THE DENTAL SPECIALISTS,"6545 FRANCE AVE S, SUITE 366",EDINA,MN,55435,952-929-4319,"Dentist, Endodontics",2020-10-28,44.884796694699,-93.328756101197
nppes,1922308113,"DENTAL SPECIALISTS OF MINNESOTA, PLLC",THE DENTAL SPECIALISTS,12904 CENTRAL AVE. NE,BLAINE,MN,55434,651-746-0587,"Dentist, Endodontics",2020-10-28,45.204481099573,-93.234790150454
nppes,1003431263,"DENTAL SPECIALISTS OF MINNESOTA, PLLC",THE DENTAL SPECIALIST MINNETONKA,14525 HIGHWAY 7 STE 125,MINNETONKA,MN,55345,952-303-8858,"Dentist, Oral and Maxillofacial Surgery",2020-06-13,44.922396274699,-93.464360865734
nppes,1851772362,"DENTAL SPECIALISTS OF MINNESOTA, PLLC",,"2200 COUNTY ROAD C W, SUITE 2210",ROSEVILLE,MN,55113,651-633-0500,"Dentist, Endodontics",2020-10-28,45.020492874222,-93.192871256137
nppes,1689722639,"DENTAL SPECIALISTS OF MINNESOTA, PLLC",,"2200 COUNTY ROAD C W, SUITE 2210",ROSEVILLE,MN,55113,651-633-0500,"Dentist, Oral and Maxillofacial Surgery",2020-10-28,45.020492874222,-93.192871256137
nppes,1508932344,"DENTAL SPECIALISTS OF MINNESOTA, PLLC",THE DENTAL SPECIALISTS,40 W NICOLLET BLVD,BURNSVILLE,MN,55337,952-929-4458,"Dentist, Endodontics",2020-10-28,44.750490132636,-93.279803113795
nppes,1740438076,"DENTAL SPECIALISTS OF MINNESOTA, PLLC",THE DENTAL SPECIALISTS,"1895 PLAZA DR, SUITE 130",EAGAN,MN,55122,952-926-2763,"Dentist, Periodontics",2020-10-28,44.787340271006,-93.202035351178
