pair_key,verdict,routed_by,score,block,a_source,a_record_id,a_name,a_other_names,a_address,a_postal_code,a_phone,b_source,b_record_id,b_name,b_other_names,b_address,b_postal_code,b_phone,distance_m
nppes:1043429970|nppes:1649867334,distinct,,0.267,address,nppes,1043429970,BIRCHWOOD DENTAL OF MINNEAPOLIS,,"825 NICOLLET MALL, 829 MEDICAL ARTS BLDG",55402,612-333-8677,nppes,1649867334,MSP ORTHODONTICS PLLC,,825 NICOLLET MALL STE 531,55402,612-332-4344,0
nppes:1043429970|nppes:1659039444,distinct,,0.421,address+nearby,nppes,1043429970,BIRCHWOOD DENTAL OF MINNEAPOLIS,,"825 NICOLLET MALL, 829 MEDICAL ARTS BLDG",55402,612-333-8677,nppes,1659039444,MINNEAPOLIS DENTAL PROFESSIONALS LLC,,825 NICOLLET MALL STE 939,55402,612-338-1255,0
nppes:1043429970|nppes:1669199741,distinct,,0.274,address,nppes,1043429970,BIRCHWOOD DENTAL OF MINNEAPOLIS,,"825 NICOLLET MALL, 829 MEDICAL ARTS BLDG",55402,612-333-8677,nppes,1669199741,METROPOLITAN PERIODONTISTS,,"825 NICOLLET MALL, STE. 210",55402,612-332-0869,0
nppes:1043429970|nppes:1821746249,distinct,,0.415,address+nearby,nppes,1043429970,BIRCHWOOD DENTAL OF MINNEAPOLIS,,"825 NICOLLET MALL, 829 MEDICAL ARTS BLDG",55402,612-333-8677,nppes,1821746249,"NORTHLAND DENTAL PARTNERS, PLLC",METRO DENTALCARE DOWNTOWN MINNEAPOLIS,825 NICOLLET MALL STE 1025,55402,612-333-2879,0
nppes:1043429970|nppes:1841656410,distinct,,0.320,address,nppes,1043429970,BIRCHWOOD DENTAL OF MINNEAPOLIS,,"825 NICOLLET MALL, 829 MEDICAL ARTS BLDG",55402,612-333-8677,nppes,1841656410,CITYSCAPE DENTAL PA,,"825 NICOLLET MALL, SUITE# 1921",55402,612-332-5916,0
nppes:1043429970|nppes:1861138133,distinct,,0.276,address,nppes,1043429970,BIRCHWOOD DENTAL OF MINNEAPOLIS,,"825 NICOLLET MALL, 829 MEDICAL ARTS BLDG",55402,612-333-8677,nppes,1861138133,DOWNTOWN PERIODONTICS AND IMPLANT DENTISTRY,,"825 NICOLLET MALL, SUITE 725",55402,612-339-5593,0
nppes:1043429970|nppes:1982775235,distinct,,0.273,address,nppes,1043429970,BIRCHWOOD DENTAL OF MINNEAPOLIS,,"825 NICOLLET MALL, 829 MEDICAL ARTS BLDG",55402,612-333-8677,nppes,1982775235,"METROPOLITAN PERIODONTISTS, P.A.",,"825 NICOLLET MALL, SUITE 210",55402,612-332-0869,0
nppes:1043435951|nppes:1295238178,review,score,0.632,address+phone,nppes,1043435951,"NORTHEAST DENTAL, P.A.",,4520 CENTERVILLE RD,55127,651-426-4799,nppes,1295238178,MODERN DENTAL PROFESSIONALS MINNESOTA PC,MIDWEST DENTAL - WHITE BEAR LAKE,4520 CENTERVILLE RD,55127,651-426-4799,0
nppes:1043471337|nppes:1073862637,distinct,,0.305,address,nppes,1043471337,NICOLLET 38TH ST DENTAL,,17 E 38TH ST,55409,612-825-7835,nppes,1073862637,KINGFIELD FAMILY DENTAL & ASSOCIATES PLLC,,17 E 38TH ST,55409,612-353-5443,0
nppes:1043471337|nppes:1366681082,distinct,,0.327,address,nppes,1043471337,NICOLLET 38TH ST DENTAL,,17 E 38TH ST,55409,612-825-7835,nppes,1366681082,"WAYNEWOOD & ASSOCIATES, P.A.",KINGFIELD FAMILY DENTAL,17 E 38TH ST,55409,612-353-5443,0
nppes:1043642135|nppes:1407923733,distinct,,0.280,address,nppes,1043642135,ST PAUL FAMILY DENTISTRY,,1050 LARPENTEUR AVE W,55113,651-488-5522,nppes,1407923733,TODD A THAYER DDS MS PA,THAYER ORTHODONTICS,1050 LARPEUTEUR AVENUE WEST,55113,651-488-5622,0
nppes:1043642135|osm:node/7147762888,distinct,,0.210,address,nppes,1043642135,ST PAUL FAMILY DENTISTRY,,1050 LARPENTEUR AVE W,55113,651-488-5522,osm,node/7147762888,Thayer Orthodontics,,1050 Larpenteur Avenue West,55113,+1-651-488-5622,71
nppes:1043642135|osm:node/7147762889,auto_merge,score,0.950,address+nearby+phone,nppes,1043642135,ST PAUL FAMILY DENTISTRY,,1050 LARPENTEUR AVE W,55113,651-488-5522,osm,node/7147762889,St. Paul Family Dentistry,,1050 Larpenteur Avenue West,55113,+1-651-488-5522,57
nppes:1043654411|nppes:1073610259,distinct,,0.275,address,nppes,1043654411,WEST ST PAUL FAMILY DENTISTY PLLC,,250 WENTWORTH AVE E,55118,651-455-1577,nppes,1073610259,"LUBOMIR SERAFIMOV DDS , P.A.",,250 WENTWORTH AVE E,55118,651-455-1601,0
nppes:1043715204-pl1|osm:way/918683583,review,same place,0.500,nearby,nppes,1043715204-pl1,"MINNESOTA DENTAL PROFESSIONALS, P.C.",PILOT KNOB DENTAL CARE,16138 PILOT KNOB RD,55044,612-354-8875,osm,way/918683583,Pilot Knob Dental Care,,,,,50
nppes:1043715204|nppes:1043715204-pl1,review,score,0.700,address+nearby,nppes,1043715204,"MINNESOTA DENTAL PROFESSIONALS, P.C.",PILOT KNOB DENTAL CARE,16138 PILOT KNOB RD,55044,952-679-7779,nppes,1043715204-pl1,"MINNESOTA DENTAL PROFESSIONALS, P.C.",PILOT KNOB DENTAL CARE,16138 PILOT KNOB RD,55044,612-354-8875,0
nppes:1043715204|osm:way/918683583,review,same place,0.500,nearby,nppes,1043715204,"MINNESOTA DENTAL PROFESSIONALS, P.C.",PILOT KNOB DENTAL CARE,16138 PILOT KNOB RD,55044,952-679-7779,osm,way/918683583,Pilot Knob Dental Care,,,,,50
nppes:1043807571|nppes:1679794176,review,keys agree,0.521,address+phone,nppes,1043807571,"PDG,P.A.",PARK DENTAL EDINBOROUGH WAY,3300 EDINBOROUGH WAY STE 210,55435,952-831-1112,nppes,1679794176,PAUL S STONE DDS KEITH E JOHNSON DDS AND ASSOCIATES PA,STONE AND JOHNSON DENTAL GROUP,"3300 EDINBOROUGH WAY, SUITE 210",55435,952-831-1112,
nppes:1043955412|nppes:1831528447,review,same place,0.598,address+nearby,nppes,1043955412,CREEKSIDE DENTAL PLLC,,3340 REPUBLIC AVE STE 130,55426,763-442-7624,nppes,1831528447,"PATRICK J. FOY DDS,PA",CREEKSIDE DENTAL,"3340 REPUBLIC AVE, STE 130",55426,952-938-2740,0
nppes:1043955412|osm:way/435068838,review,same place,0.598,address+nearby,nppes,1043955412,CREEKSIDE DENTAL PLLC,,3340 REPUBLIC AVE STE 130,55426,763-442-7624,osm,way/435068838,Creekside Dental,,3340 Republic Avenue,55426,,42
nppes:1043960776|osm:node/14125364900,review,same place,0.275,nearby,nppes,1043960776,"NORTHLAND DENTAL PARTNERS, PLLC",METRO DENTALCARE ROSEVILLE,2690 SNELLING AVE N STE 200,55113,651-633-1834,osm,node/14125364900,Metro Dental Care,,,,,141
nppes:1053127852|nppes:1063887719,distinct,,0.262,address,nppes,1053127852,RONALD H VESCIO DDS,,2677 INNSBRUCK DR STE B,55112,651-631-3777,nppes,1063887719,"PARKSIDE DENTAL, P.C.",,2677 INNSBRUCK DR STE B,55112,612-332-0559,0
nppes:1053481010|nppes:1992083125,review,score,0.748,address+nearby+phone,nppes,1053481010,PRINVEV DENTAL P.A,,4227 WINNETKA AVE N,55428,763-536-1100,nppes,1992083125,"PIONEER DENTAL, P.A.",,4227 WINNETKA AVE N,55428,763-536-1100,0
nppes:1053481010|osm:node/7089810773,distinct,,0.194,nearby,nppes,1053481010,PRINVEV DENTAL P.A,,4227 WINNETKA AVE N,55428,763-536-1100,osm,node/7089810773,Pioneer Dental,,,,,142
nppes:1053602888|nppes:1174294995,auto_merge,score,1.000,address+nearby+phone,nppes,1053602888,APPLE VALLEY FAMILY DENTISTRY,,"7493 147TH ST W, SUITE #100",55124,952-432-7145,nppes,1174294995,"MINNESOTA DENTAL PROFESSIONALS, P.C.",APPLE VALLEY FAMILY DENTISTRY,7493 147TH ST W STE 100,55124,952-432-7145,0
nppes:1053602888|nppes:1528226156,distinct,,0.265,address,nppes,1053602888,APPLE VALLEY FAMILY DENTISTRY,,"7493 147TH ST W, SUITE #100",55124,952-432-7145,nppes,1528226156,ERICKSON/AAMODT ORTHODONTICS PA,,"7493 147TH ST W, SUITE 202",55124,952-431-1111,0
nppes:1053602888|nppes:1770703688,distinct,,0.250,address,nppes,1053602888,APPLE VALLEY FAMILY DENTISTRY,,"7493 147TH ST W, SUITE #100",55124,952-432-7145,nppes,1770703688,"PERIODONTAL CARE, PA",,"7493 147TH ST W, SUITE 105",55124,952-432-0010,0
nppes:1053614867|osm:way/528466500,review,same place,0.497,address+nearby,nppes,1053614867,"LAKEVILLE DENTAL ASSOCIATES, PA",,20171 ICENIC TRL,55044,952-469-3300,osm,way/528466500,Lakeville Dental,,20171 Icenic Trail,55044,,37
nppes:1053685586|nppes:1689722639,review,score,0.831,address+nearby+phone,nppes,1053685586,"ORTHODONTIC SPECIALISTS OF MINNESOTA, PLLC",,"2200 COUNTY ROAD C W, SUITE 2210",55113,651-633-0500,nppes,1689722639,"DENTAL SPECIALISTS OF MINNESOTA, PLLC",,"2200 COUNTY ROAD C W, SUITE 2210",55113,651-633-0500,0
nppes:1053685586|nppes:1851772362,review,score,0.831,address+nearby+phone,nppes,1053685586,"ORTHODONTIC SPECIALISTS OF MINNESOTA, PLLC",,"2200 COUNTY ROAD C W, SUITE 2210",55113,651-633-0500,nppes,1851772362,"DENTAL SPECIALISTS OF MINNESOTA, PLLC",,"2200 COUNTY ROAD C W, SUITE 2210",55113,651-633-0500,0
nppes:1053685586|nppes:1932256344,review,keys agree,0.560,address+phone,nppes,1053685586,"ORTHODONTIC SPECIALISTS OF MINNESOTA, PLLC",,"2200 COUNTY ROAD C W, SUITE 2210",55113,651-633-0500,nppes,1932256344,"PDG,P.A.",PARK DENTAL,"2200 COUNTY ROAD C W, SUITE 2210",55113,651-633-0500,0
nppes:1053791319|nppes:1184701898,distinct,,0.381,phone,nppes,1053791319,LING FAMILY DENTISTRY,,10945 ULYSSES ST NE,55434,763-784-1993,nppes,1184701898,"LING FAMILY DENTISTRY, P.A.",,7766 HIGHWAY 65 NE,55432,763-784-1993,6690
nppes:1053791319|nppes:1982007803,distinct,,0.205,nearby,nppes,1053791319,LING FAMILY DENTISTRY,,10945 ULYSSES ST NE,55434,763-784-1993,nppes,1982007803,"BLAINE DENTISTRY, PC",BLAINE DENTISTRY,"1384 109TH AVE NE, SUITE 200",55434,763-757-6000,123
nppes:1053831941|osm:node/8141725494,review,score,0.656,address+nearby,nppes,1053831941,CHANHASSEN FAMILY DENTISTRY PA,,8116 MALLORY CT,55317,953-443-3368,osm,node/8141725494,Chanhassen Family Dentistry,,8116 Mallory Court,55317,+1-952-443-3368,38
nppes:1063288017|nppes:1255442620,review,score,0.673,nearby+phone,nppes,1063288017,"LAKEVILLE FAMILY DENTAL CENTER, P.L.L.C.",,16372 KENRICK AVE STE 200,55044,952-435-5905,nppes,1255442620,LAKEVILLE FAMILY DENTAL CENTRE PA,,16375 KENRICK AVE STE 200,55044,952-435-5905,131
nppes:1063288017|osm:way/528003975,review,same place,0.528,address+nearby,nppes,1063288017,"LAKEVILLE FAMILY DENTAL CENTER, P.L.L.C.",,16372 KENRICK AVE STE 200,55044,952-435-5905,osm,way/528003975,Lakeville Family Dental Centre,,16372 Kenrick Avenue,55044,,69
nppes:1063512234|nppes:1447350509,auto_merge,score,0.876,address+nearby+phone,nppes,1063512234,"FAMILY PERIODONTIC SPECIALISTS, PLC",METRO DENTALCARE SPECIALTY CENTER RICHFIELD - PERIODONTICS,6601 LYNDALE AVE S STE 220,55423,612-861-9123,nppes,1447350509,"FAMILY ORTHODONTIC SPECIALISTS, PLC",WOODLAKE ORTHODONTICS RICHFIELD,6601 LYNDALE AVE S STE 240,55423,612-861-9123,0
nppes:1063512234|nppes:1518616614,distinct,,0.343,address,nppes,1063512234,"FAMILY PERIODONTIC SPECIALISTS, PLC",METRO DENTALCARE SPECIALTY CENTER RICHFIELD - PERIODONTICS,6601 LYNDALE AVE S STE 220,55423,612-861-9123,nppes,1518616614,"NORTHLAND DENTAL PARTNERS, PLLC",MN DENTALCARE,6601 LYNDALE AVE S STE 230,55423,612-866-1234,0
nppes:1063512234|nppes:1598865651,review,score,0.835,address+nearby+phone,nppes,1063512234,"FAMILY PERIODONTIC SPECIALISTS, PLC",METRO DENTALCARE SPECIALTY CENTER RICHFIELD - PERIODONTICS,6601 LYNDALE AVE S STE 220,55423,612-861-9123,nppes,1598865651,FAMILY ORAL SURGERY SPECIALISTS PLC,METRO DENTALCARE SPECIALTY CENTER RICHFIELD - ORAL SURGERY,6601 LYNDALE AVE S STE 230,55423,612-861-9123,0
nppes:1063512234|nppes:1639815434,review,same place,0.426,nearby,nppes,1063512234,"FAMILY PERIODONTIC SPECIALISTS, PLC",METRO DENTALCARE SPECIALTY CENTER RICHFIELD - PERIODONTICS,6601 LYNDALE AVE S STE 220,55423,612-861-9123,nppes,1639815434,FAMILY ORTHODONTIC SPECIALISTS PLC,WOODLAKE ORTHODONTICS RICHFIELD,6602 LYNDALE AVE S STE 230A,55423,612-869-8834,13
nppes:1063512234|nppes:1679673867,review,same place,0.585,address+nearby,nppes,1063512234,"FAMILY PERIODONTIC SPECIALISTS, PLC",METRO DENTALCARE SPECIALTY CENTER RICHFIELD - PERIODONTICS,6601 LYNDALE AVE S STE 220,55423,612-861-9123,nppes,1679673867,FAMILY ENDODONTIC SPECIALISTS PLC,METRO DENTALCARE RICHFIELD,6601 LYNDALE AVE S STE 220A,55423,612-866-1234,0
nppes:1063512234|nppes:1720188998,review,score,0.687,address+nearby+phone,nppes,1063512234,"FAMILY PERIODONTIC SPECIALISTS, PLC",METRO DENTALCARE SPECIALTY CENTER RICHFIELD - PERIODONTICS,6601 LYNDALE AVE S STE 220,55423,612-861-9123,nppes,1720188998,"METRO DENTALCARE, PLC",,"6601 LYNDALE AVE S, SUITE 220",55423,612-861-9123,0
nppes:1063512234|nppes:1861140501,review,score,0.619,address+nearby,nppes,1063512234,"FAMILY PERIODONTIC SPECIALISTS, PLC",METRO DENTALCARE SPECIALTY CENTER RICHFIELD - PERIODONTICS,6601 LYNDALE AVE S STE 220,55423,612-861-9123,nppes,1861140501,FAMILY ENDODONTIC SPECIALISTS PLC,METRO DENTALCARE SPECIALTY CENTER RICHFIELD - ENDODONTICS,6601 LYNDALE AVE S STE 230A,55423,612-638-1206,0
nppes:1063768687|nppes:1245973817,review,score,0.748,address+nearby+phone,nppes,1063768687,BLAINE DENTAL LLC DBA PRO DENTAL,,"10210 BALTIMORE ST NE, SUITE 100",55449,763-231-2050,nppes,1245973817,DENTAL MANAGEMENT PARTNERS LLC,PRO DENTAL,10210 BALTIMORE ST NE STE 100,55449,763-231-2050,0
nppes:1063856359|nppes:1417399965,distinct,,0.384,address,nppes,1063856359,LAM FAMILY DENTISTRY,,28 NATHAN LN N,55441,763-544-0270,nppes,1417399965,WILLOW GROVE FAMILY DENTAL,,28 NATHAN LN N,55441,763-544-5555,0
nppes:1063887719|nppes:1083791362,distinct,,0.049,phone,nppes,1063887719,"PARKSIDE DENTAL, P.C.",,2677 INNSBRUCK DR STE B,55112,612-332-0559,nppes,1083791362,DRS ERICKSON & LANDE PA,,"825 SO 8TH ST, SUITE 1216",55404,612-332-0559,11236
nppes:1063887719|osm:node/11944869727,distinct,,0.188,nearby,nppes,1063887719,"PARKSIDE DENTAL, P.C.",,2677 INNSBRUCK DR STE B,55112,612-332-0559,osm,node/11944869727,Crescent Dental,,"2611 Innsbruck Drive, Suite A",55112,+1-763-571-4837,60
nppes:1073063103|nppes:1083676944,distinct,,0.269,address,nppes,1073063103,"MINNESOTA DENTAL PROFESSIONALS, P.C.",DENTAL ARTS OF MINNEAPOLIS,"825 NICOLLET MALL, STE 425",55402,612-332-7675,nppes,1083676944,DANIEL O ODEGAARD DDS PA,,"825 NICOLLET MALL, STE 1001",55402,612-332-2618,0
nppes:1073063103|nppes:1104272939,distinct,,0.302,address,nppes,1073063103,"MINNESOTA DENTAL PROFESSIONALS, P.C.",DENTAL ARTS OF MINNEAPOLIS,"825 NICOLLET MALL, STE 425",55402,612-332-7675,nppes,1104272939,DONALD CLAUSEN DDS MS PA,,"825 NICOLLET MALL, STE 825",55402,612-338-5420,0
nppes:1073063103|nppes:1346649712,distinct,,0.345,address,nppes,1073063103,"MINNESOTA DENTAL PROFESSIONALS, P.C.",DENTAL ARTS OF MINNEAPOLIS,"825 NICOLLET MALL, STE 425",55402,612-332-7675,nppes,1346649712,IVORY DENTAL,,825 NICOLLET MALL STE 505,55402,612-338-8636,0
nppes:1073063103|nppes:1447372859,distinct,,0.332,address,nppes,1073063103,"MINNESOTA DENTAL PROFESSIONALS, P.C.",DENTAL ARTS OF MINNEAPOLIS,"825 NICOLLET MALL, STE 425",55402,612-332-7675,nppes,1447372859,SCOTT R. KOIDAHL DDS PA,DOWNTOWN DENTAL ASSOCIATES,"825 NICOLLET MALL, SUITE 731",55402,612-339-5808,0
nppes:1073063103|nppes:1649867334,distinct,,0.269,address,nppes,1073063103,"MINNESOTA DENTAL PROFESSIONALS, P.C.",DENTAL ARTS OF MINNEAPOLIS,"825 NICOLLET MALL, STE 425",55402,612-332-7675,nppes,1649867334,MSP ORTHODONTICS PLLC,,825 NICOLLET MALL STE 531,55402,612-332-4344,0
nppes:1073063103|nppes:1659039444,review,same place,0.510,address+nearby,nppes,1073063103,"MINNESOTA DENTAL PROFESSIONALS, P.C.",DENTAL ARTS OF MINNEAPOLIS,"825 NICOLLET MALL, STE 425",55402,612-332-7675,nppes,1659039444,MINNEAPOLIS DENTAL PROFESSIONALS LLC,,825 NICOLLET MALL STE 939,55402,612-338-1255,0
nppes:1073063103|nppes:1669199741,distinct,,0.286,address,nppes,1073063103,"MINNESOTA DENTAL PROFESSIONALS, P.C.",DENTAL ARTS OF MINNEAPOLIS,"825 NICOLLET MALL, STE 425",55402,612-332-7675,nppes,1669199741,METROPOLITAN PERIODONTISTS,,"825 NICOLLET MALL, STE. 210",55402,612-332-0869,0
nppes:1073063103|nppes:1821746249,distinct,,0.434,address+nearby,nppes,1073063103,"MINNESOTA DENTAL PROFESSIONALS, P.C.",DENTAL ARTS OF MINNEAPOLIS,"825 NICOLLET MALL, STE 425",55402,612-332-7675,nppes,1821746249,"NORTHLAND DENTAL PARTNERS, PLLC",METRO DENTALCARE DOWNTOWN MINNEAPOLIS,825 NICOLLET MALL STE 1025,55402,612-333-2879,0
nppes:1073063103|nppes:1841656410,distinct,,0.340,address,nppes,1073063103,"MINNESOTA DENTAL PROFESSIONALS, P.C.",DENTAL ARTS OF MINNEAPOLIS,"825 NICOLLET MALL, STE 425",55402,612-332-7675,nppes,1841656410,CITYSCAPE DENTAL PA,,"825 NICOLLET MALL, SUITE# 1921",55402,612-332-5916,0
nppes:1073063103|nppes:1861138133,distinct,,0.286,address,nppes,1073063103,"MINNESOTA DENTAL PROFESSIONALS, P.C.",DENTAL ARTS OF MINNEAPOLIS,"825 NICOLLET MALL, STE 425",55402,612-332-7675,nppes,1861138133,DOWNTOWN PERIODONTICS AND IMPLANT DENTISTRY,,"825 NICOLLET MALL, SUITE 725",55402,612-339-5593,0
nppes:1073063103|nppes:1982775235,distinct,,0.293,address,nppes,1073063103,"MINNESOTA DENTAL PROFESSIONALS, P.C.",DENTAL ARTS OF MINNEAPOLIS,"825 NICOLLET MALL, STE 425",55402,612-332-7675,nppes,1982775235,"METROPOLITAN PERIODONTISTS, P.A.",,"825 NICOLLET MALL, SUITE 210",55402,612-332-0869,0
nppes:1073327995|nppes:1861463465,auto_merge,score,0.933,address+nearby+phone,nppes,1073327995,BBCCS PLLC,CREEKVIEW DENTAL,2145 WOODLANE DR STE 104,55125,651-738-8204,nppes,1861463465,CREEKVIEW DENTAL PA,,"2145 WOODLANE DR, SUITE 104",55125,651-738-8204,0
nppes:1073461810|nppes:1376222547,review,same place,0.596,address+nearby,nppes,1073461810,"TWIN CITIES CHILDREN'S ANESTHESIA DENTISTRY, PLLC",,1997 SLOAN PL STE 30,55117,651-383-3333,nppes,1376222547,TWIN CITIES CHILDREN'S GENERAL ANESTHESIA DENTISTRY,,1997 SLOAN PL,55117,301-494-3000,0
nppes:1073662292|osm:node/4621509971,review,keys agree,0.572,address+phone,nppes,1073662292,BARRY D GERST DDS PA,,2701 NICOLLET AVE,55408,612-874-7674,osm,node/4621509971,"Eat Street Dental, PLLC",,2701 Nicollet Avenue,55408,+1-612-874-7674,20
nppes:1073667051|nppes:1316538101-pl1,review,score,0.700,address+nearby,nppes,1073667051,"GROUP HEALTH, INC.",HEALTHPARTNERS BROOKLYN CENTER DENTAL CLINIC,5901 JOHN MARTIN DR,55430,763-566-3770,nppes,1316538101-pl1,"GROUP HEALTH, INC.",HEALTHPARTNERS PEDIATRIC DENTAL,5901 JOHN MARTIN DR,55430,763-585-8700,0
nppes:1073668877|nppes:1316538101-pl3,distinct,,0.450,phone,nppes,1073668877,"GROUP HEALTH, INC.",HEALTHPARTNERS APPLE VALLEY DENTAL CLINIC,15350 ENGLISH AVE,55124,952-431-8583,nppes,1316538101-pl3,"GROUP HEALTH, INC.",HEALTHPARTNERS PEDIATRIC DENTAL,15290 PENNOCK LN,55124,952-431-8583,3588
nppes:1073787669|nppes:1831857788,review,score,0.771,address+nearby+phone,nppes,1073787669,SEDATION & IMPLANT DENTISTRY,,1815 SUBURBAN AVE,55119,651-735-4661,nppes,1831857788,SEDATION AND IMPLANT DENSTISTRY - DR ANDERSON AND DR YANG PLLC,,1815 SUBURBAN AVE STE 200,55119,651-735-4661,0
nppes:1073789913|nppes:1235008343,distinct,,0.299,address,nppes,1073789913,EXCEL DENTISTRY,,"8001 HIGHWAY 7, SUITE 100",55426,952-746-3233,nppes,1235008343,ST. LOUIS PARK DENTAL PLLC,,"8001 MN-7, SUITE 300",55426,952-920-4060,0
nppes:1073789913|nppes:1396914685,distinct,,0.274,address,nppes,1073789913,EXCEL DENTISTRY,,"8001 HIGHWAY 7, SUITE 100",55426,952-746-3233,nppes,1396914685,"MICHAEL J NELSON D.D.S., PA",,"8001 HIGHWAY 7, #300",55426,952-920-4060,0
nppes:1073789913|osm:way/974484284,review,score,0.650,address+nearby,nppes,1073789913,EXCEL DENTISTRY,,"8001 HIGHWAY 7, SUITE 100",55426,952-746-3233,osm,way/974484284,Excel Dentistry,,8001 State Highway 7 Service Road,55426,,73
nppes:1073862637|nppes:1366681082,review,score,0.820,address+nearby+phone,nppes,1073862637,KINGFIELD FAMILY DENTAL & ASSOCIATES PLLC,,17 E 38TH ST,55409,612-353-5443,nppes,1366681082,"WAYNEWOOD & ASSOCIATES, P.A.",KINGFIELD FAMILY DENTAL,17 E 38TH ST,55409,612-353-5443,0
nppes:1073862819|nppes:1265589642,distinct,,0.260,address,nppes,1073862819,KENNETH B WEDDELL PLLC,,8900 PENN AVE S STE 211,55431,952-884-7706,nppes,1265589642,KUIPERS ORTHODONTICS,,"8900 PENN AVE S, SUITE 216",55431,952-884-9161,0
nppes:1073862819|nppes:1528150877,distinct,,0.306,address,nppes,1073862819,KENNETH B WEDDELL PLLC,,8900 PENN AVE S STE 211,55431,952-884-7706,nppes,1528150877,MALLINGER DENTAL PLLC,,"8900 PENN AVE SO, SUITE 100",55431,952-881-1154,0
nppes:1073862819|nppes:1548430101,review,keys agree,0.560,address+phone,nppes,1073862819,KENNETH B WEDDELL PLLC,,8900 PENN AVE S STE 211,55431,952-884-7706,nppes,1548430101,"RICHARD C. RENDER, D.D.S., P.A.",,"8900 PENN AVE S, SUITE 307",55431,952-884-7706,0
nppes:1073862819|nppes:1639214547,distinct,,0.260,address,nppes,1073862819,KENNETH B WEDDELL PLLC,,8900 PENN AVE S STE 211,55431,952-884-7706,nppes,1639214547,DR RICHARD E BRIMACOMB,,"8900 PENN AVE S, #112",55431,952-888-1311,0
nppes:1073862819|nppes:1679705404,distinct,,0.273,address,nppes,1073862819,KENNETH B WEDDELL PLLC,,8900 PENN AVE S STE 211,55431,952-884-7706,nppes,1679705404,ROY KRENGEL DDS PA,,"8900 PENN AVE S, SUITE #112",55431,952-888-1311,0
nppes:1073862819|nppes:1740455773,distinct,,0.311,address,nppes,1073862819,KENNETH B WEDDELL PLLC,,8900 PENN AVE S STE 211,55431,952-884-7706,nppes,1740455773,BISMILLAH DENTAL CARE PLLC,,"8900 PENN AVE S, SUITE 202",55431,952-888-1861,0
nppes:1073953832|nppes:1154926939,review,score,0.712,address+nearby+phone,nppes,1073953832,EAGAN VALLEY DENTAL CENTER,,14050 PILOT KNOB RD,55124,952-423-4414,nppes,1154926939,"MINNESOTA DENTAL PROFESSIONALS, P.C.",MOSAIC DENTAL-APPLE VALLEY,14050 PILOT KNOB RD STE 108,55124,952-423-4414,0
nppes:1073970273|nppes:1417447210-pl1,distinct,,0.274,address,nppes,1073970273,SAINT ANTHONY PARK DENTAL CARE PLLC,,2278 COMO AVE,55108,651-644-3685,nppes,1417447210-pl1,HIBERNATION SLEEP MN LLC,,2278 COMO AVE,55108,651-888-4680,0
nppes:1073970273|osm:way/157489492,distinct,,0.254,nearby,nppes,1073970273,SAINT ANTHONY PARK DENTAL CARE PLLC,,2278 COMO AVE,55108,651-644-3685,osm,way/157489492,Park Dental,,2282 Como Avenue,55108,+1-651-646-1123,21
nppes:1073970273|osm:way/157489499,review,score,0.649,address+nearby,nppes,1073970273,SAINT ANTHONY PARK DENTAL CARE PLLC,,2278 COMO AVE,55108,651-644-3685,osm,way/157489499,Saint Anthony Park Dental Care,,2278 Como Avenue,55108,+1-651-644-9216,20
nppes:1083357727|nppes:1518081082,review,score,0.820,address+nearby+phone,nppes,1083357727,"FAMILY ORTHODONTIC SPECIALISTS, PLC",WOODLAKE ORTHODONTICS MAPLE GROVE,13784 83RD WAY N,55369,763-494-6612,nppes,1518081082,OCG LTD,ORTHODONTIC CARE SPECIALISTS,13784 83RD WAY N,55369,763-494-6612,0
nppes:1083676944|nppes:1104272939,distinct,,0.329,address,nppes,1083676944,DANIEL O ODEGAARD DDS PA,,"825 NICOLLET MALL, STE 1001",55402,612-332-2618,nppes,1104272939,DONALD CLAUSEN DDS MS PA,,"825 NICOLLET MALL, STE 825",55402,612-338-5420,0
nppes:1083676944|nppes:1346649712,distinct,,0.263,address,nppes,1083676944,DANIEL O ODEGAARD DDS PA,,"825 NICOLLET MALL, STE 1001",55402,612-332-2618,nppes,1346649712,IVORY DENTAL,,825 NICOLLET MALL STE 505,55402,612-338-8636,0
nppes:1083676944|nppes:1447372859,distinct,,0.331,address,nppes,1083676944,DANIEL O ODEGAARD DDS PA,,"825 NICOLLET MALL, STE 1001",55402,612-332-2618,nppes,1447372859,SCOTT R. KOIDAHL DDS PA,DOWNTOWN DENTAL ASSOCIATES,"825 NICOLLET MALL, SUITE 731",55402,612-339-5808,0
nppes:1083676944|nppes:1649867334,distinct,,0.271,address,nppes,1083676944,DANIEL O ODEGAARD DDS PA,,"825 NICOLLET MALL, STE 1001",55402,612-332-2618,nppes,1649867334,MSP ORTHODONTICS PLLC,,825 NICOLLET MALL STE 531,55402,612-332-4344,0
nppes:1083676944|nppes:1659039444,distinct,,0.266,address,nppes,1083676944,DANIEL O ODEGAARD DDS PA,,"825 NICOLLET MALL, STE 1001",55402,612-332-2618,nppes,1659039444,MINNEAPOLIS DENTAL PROFESSIONALS LLC,,825 NICOLLET MALL STE 939,55402,612-338-1255,0
